Sno,Bank Name,Branch Name,IFSC Code
2921,State Bank of India, ALLAHABAD,SBIN0002580
2922,State Bank of India,ITWA,SBIN0002553
2923,State Bank of India,SHIVEGARH,SBIN0018415
2924,State Bank of India,PHARENDA,SBIN0000210
2925,State Bank of India,TETRI BAZAR,SBIN0003572
2926,State Bank of India,BIRDPUR,SBIN0002531
2927,State Bank of India,BRIDGEMANGANJ,SBIN0002532
2928,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2929,State Bank of India,ALLAHABAD ,SBIN0002506
2930,State Bank of India,SHASON,SBIN0003718
2931,PUNJAB NATIONAL BANK,LAKHIMPUR,PUNB0028900
2932,PUNJAB NATIONAL BANK,LAKHUN,PUNB0135300
2933,ICICI bank,SECTOR 30,ICIC0002449
2934,ICICI BANK LIMITED,SITAPUR,ICIC0000821
2935,UNION BANK OF INDIA,SIDHAULI,UBIN0559393
2936,State Bank of India,DHAURHARA,SBIN0004673
2937,Axis Bank,MOHAN COOPERATIVE,UTIB0001771
2938,Bank of Baroda,SIDHAULI,BARB0SIDHAU
2939,INDIAN BANK,KAMOLIA,IDIB000K252
2940,State Bank of India,LUCKNOW,SBIN0008189
2941,Bank Of India,LAHARPUR,BKID0007556
2942,ICICI BANK LIMITED,VASCO,ICIC0000226
2943,PUNJAB NATIONAL BANK,LAKHIMPUR KHERI,PUNB0028900
2944,Bank Of India,AZAMGARH,BKID0007290
2945,PUNJAB NATIONAL BANK,SITAPUR,PUNB0043100
2946,UNION BANK OF INDIA,BALRAMPUR,UBIN0557226
2947,State Bank of India, SITAPUR,SBIN0017328
2948,State Bank of India,ALAMBAGH,SBIN0003222
2949,State Bank of India,RAMKOT,SBIN0005662
2950,ICICI BANK LIMITED,LUCKNOW ,ICIC0000325
2951,HDFC Bank,SITAPUR,HDFC0000852
2952,Indian Bank,MISHRIKH,IDIB000R534
2953,Bank Of India,HARDOI,BKID0007400
2954,INDIAN BANK,HAMIRPUR,IDIB000K816
2955,HDFC Bank,BAHRAICH,HDFC0007613
2956,PUNJAB NATIONAL BANK,SITAPUR,PUNB0043100
2957,State Bank of India,BINAURA,SBIN0008315
2958,State Bank of India,MAHOLI,SBIN0011223
2959,State Bank of India,BAHRAICH,SBIN0009874
2960,Indian Bank of India,BARABANKI,IDIB000B096
2961,UNION BANK,MISHRIKH,UBIN0935344
2962,UNION BANK OF INDIA,RAJAPUR,UBIN0569135
2963,ALLAHABAD BANK,KASRAILA,IDIB000K622
2964,State Bank of India,BANDA,SBIN0000021
2965,Bank of Baroda,MADARMAU,BARB0MADARM
2966,HDFC Bank,SITAPUR,HDFC0000852
2967,State Bank of India,JANKIPURAM ,SBIN0012981
2968,UNION BANK OF INDIA,KHAIRABAD,UBIN0569127
2969,PUNJAB NATIONAL BANK,LUCKNOW ,PUNB0075600
2970,State Bank of India,GOSAIGANJ,SBIN0001475
2971,State Bank of India,BUDHESHWAR,SBIN0018206
2972,State Bank of India,CHOPAN,SBIN0015511
2973,State Bank of India,RAM NAGAR,SBIN0003091
2974,State Bank of India,MAHOBA,SBIN0000128
2975,State Bank of India,GHORAWAL,SBIN0012301
2976,Uttar Pradesh Gramin Bank,Uttar Pradesh,BARB0BUPGBX
2977,INDIAN BANK,Khairpur,IDIB000K664
2978,State Bank of India,ROBERTSGANJ,SBIN0000170
2979,PUNJAB NATIONAL BANK,DALA,PUNB0481700
2980,State Bank of India,RANIKUDAR,SBIN0007956
2981,INDIAN BANK,DUDHI,IDIB000D667
2982,State Bank of India,NAGWA,SBIN0015535
2983,State Bank of India,NAUGARH,SBIN0003655
2984,Canara Bank,KURSI,CNRB0004680
2985,Bank Of India,DUDDHI,BKID0007015
2986,State Bank of India,ROBERTSGANJ,SBIN0000170
2987,State Bank of India,SHAKTI NAGAR,SBIN0005767
2988,State Bank of India, DALTONGANJ,SBIN0003144
2989,PUNJAB NATIONAL BANK,ALLAHABAD ,PUNB0228400
2990,INDIAN BANK,MARKUNDI,IDIB000M642
2991,CENTRAL BANK OF INDIA,MUGALSARAI,CBIN0283399
2992,Baroda Uttar Pradesh Gramin Bank,Uttar Pradesh,BARB0BUPGBX
2993,UCO BANK,MUIRPUR,UCBA0000935
2994,Bank of Baroda,NARAINPUR,BARB0NARABS
2995,Bank of Baroda, VARANASI,BARB0RAMNBS
2996,Bank of Baroda,MYORPUR,BARB0MYORPU
2997,State Bank of India,RAJGARH,SBIN0011238
2998,State Bank of India,NAGWA,SBIN0015535
2999,State Bank of India,ROBERTSGANJ,SBIN0000170
3000,State Bank of India,CHOPAN,SBIN0015511
3001,INDIAN BANK,AMWAR,IDIB000A624
3002,Bank of Baroda,ROBERTSGANJ,BARB0ROBERT
3003,INDIAN BANK,HANDIA,IDIB000H526
3004,INDIAN BANK,KVP UNIV,IDIB000K619
3005,State Bank of India,ROBERTSGANJ,SBIN0000170
3006,State Bank of India,KAPSETHI,SBIN0010886
3007,INDIAN BANK,KOLANA,IDIB000K781
3008,State Bank of India,GOVINDPUR,SBIN0007091
3009,State Bank of India,CHOPAN,SBIN0015511
3010,INDIAN BANK,MIRZAPUR,IDIB000M709
3011,State Bank of India,SOMAIYA NAGAR,SBIN0006923
3012,UNION BANK OF INDIA,TIKRI,UBIN0539945
3013,State Bank of India,MUNDERA,SBIN0013228
3014,State Bank of India,ROBERTSGANJ,SBIN0000170
3015,INDIAN BANK,BABHNAULI,IDIB000B511
3016,Bank Of India,BHADOHI SSI,BKID0006912
3017,State Bank of India,SANDILA,SBIN0001149
3018,State Bank of India,ROBERTSGANJ,SBIN0000170
3019,State Bank of India,JAYANT,SBIN0003991
3020,INDIAN BANK,ROBERTSGANJ,IDIB000R644
3021,PUNJAB NATIONAL BANK,MIRZAPUR,PUNB0612200
3022,INDIAN BANK,DUDHI,IDIB000D667
3023,Bank Of India,PROBERTSGANJ,BKID0006928
3024,State Bank of India,ROBERTSGANJ,SBIN0000170
3025,INDIAN BANK,LOHANDI,IDIB000L548
3026,State Bank of India,AMETHI,SBIN0001158
3027,State Bank of India, KHAGAUL,SBIN0015923
3028,INDIA POST PAYMENT BANK,CORPORATE OFFICE,IPOS0000001
3029,State Bank of India,SULTANPUR,SBIN0000188
3030,PUNJAB NATIONAL BANK,SULTANPUR ,PUNB0312600
3031,Bank of Baroda,BADHMANDI,BARB0BADHMA
3032,Bank of Baroda,PRATAPGARH ,BARB0PRATAP
3033,Punjab Bank of India,LUCKNOW  ,PUNB0851800
3034,Bank of Baroda,SULTANPUR,BARB0MUNSHI
3035,Bank of Baroda,GABHARIA ,BARB0GABSUL
3036,State Bank of India,HARGAON,SBIN0002550
3037,Baroda Uttar Pradesh Gramin Bank,GOMTI NAGAR ,BARB0BUPGBX
3038,Bank of Baroda,ATARSUMA KALAN,BARB0ATARSU
3039,Bank of Baroda,KADIPUR,BARB0KADIPU
3040,PUNJAB NATIONAL BANK,AKBARPUR,PUNB0625700
3041,Bank of Baroda,PAYAGIPUR,BARB0PAYAGI
3042,Bank Of India,LAHARPUR,BKID0007556
3043,Axis Bank, NOIDA,UTIB0001788
3044,State Bank of India,LAMBHUA,SBIN0011331
3045,UNION BANK OF INDIA,SAGRI,UBIN0530310
3046,Bank of Baroda, RAE BARELI,BARB0KHATOU
3047,Bank of Baroda,PRATAPGARH,BARB0ANTUXX
3048,Bank of Baroda,SULTANPUR,BARB0MUNSHI
3049,State Bank of India,SOUTH CITY,SBIN0016167
3050,PUNJAB NATIONAL BANK,SULTANPUR ,PUNB0312600
3051,UNION BANK OF INDIA,BHION,UBIN0569313
3052,State Bank of India,RAMGANJ,SBIN0003276
3053,Canara Bank,LAKHIMPUR KHERI,CNRB0002910
3054,Punjab Bank of India,SULTANPUR ,PUNB0312600
3055,PUNJAB NATIONAL BANK,AYODHYA ,PUNB0386500
3056,PUNJAB NATIONAL BANK,SULTANPUR ,PUNB0312600
3057,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
3058,Bank of Baroda,SULTANPUR,BARB0MUNSHI
3059,State Bank of India,SALON,SBIN0001095
3060,State Bank of India,KADIPUR,SBIN0010877
3061,Bank of Baroda,SULTANPUR,BARB0SISOUD
3062,Bank of Baroda,AMETHI,BARB0AMETHI
3063,Bank of Baroda,FATEHPUR,BARB0REWFAT
3064,CORPORATION BANK,AKBARPUR,UBIN0914410
3065,State Bank of India,KORWA,SBIN0008069
3066,Bank of Baroda, KANPUR,BARB0SHYAMX
3067,UNION BANK OF INDIA,BHION,UBIN0569313
3068,Bank of Baroda, UTTAR PRADESH ,BARB0BUPGBX
3069,PUNJAB NATIONAL BANK,PRATAPGARH,PUNB0130310
3070,Bank of Baroda,RAE BARELI,BARB0RAEBAR
3071,INDIAN BANK,FAIZABAD,IDIB000F502
3072,INDIAN BANK,GODOWLIA,IDIB000G035
3073,INDIAN BANK,SULTANPUR,IDIB000S172
3074,Bank of Baroda,RAMPUR BHAGAN,BARB0RAMBAG
3075,HDFC Bank,INDRANAGAR ,HDFC0009176
3076,Bank of Baroda,SULTANPUR ,BARB0SULTAN
3077,Bank Of India,PRATAPGARH,BKID0007030
3078,State Bank of India,AKABARPUR,SBIN0000003
3079,State Bank of India,Sultanpur,SBIN0010877
3080,State Bank of India,RAJGARH,SBIN0011238
3081,Bank of Baroda,UTTAR PRADESH ,BARB0BUPGBX
3082,PUNJAB NATIONAL BANK,SULTANPUR ,PUNB0312600
3083,HDFC Bank,BAREILLY,HDFC0000860
3084,Punjab Bank of India,SULTANPUR,PUNB0790000
3085,State Bank of India,HARARI,SBIN0008740
3086,PUNJAB NATIONAL BANK, SULTANPUR,PUNB0790000
3087,PUNJAB NATIONAL BANK,REWA ,PUNB0629300
3088,State Bank of India,SITALPUR,SBIN0005786
3089,State Bank of India,"UTRETHIA, LUCKNOW",SBIN0016727
3090,Bank of Baroda,Lucknow,BARB0VJHAZR
3091,UCO BANK,LUCKNOW UNIVERSITY,UCBA0000060
3092,State Bank of India,JAIS,SBIN0004042
3093,Bank Of India,JANKIPURAM VISTAR,BKID0006842
3094,Bank of Baroda,SULTANPUR ,BARB0SULTAN
3095,INDIAN BANK, SUMERPUR,IDIB000B767
3096,PUNJAB NATIONAL BANK,SULTANPUR ,PUNB0312600
3097,State Bank of India,ALLAHABAD,SBIN0016806
3098,PUNJAB NATIONAL BANK,SULTANPUR ,PUNB0312600
3099,PUNJAB NATIONAL BANK,FAIZABAD ,PUNB0415200
3100,Bank of Baroda,SULTANPUR,BARB0MUNSHI
3101,Bank of Baroda,GABHARIA,BARB0GABSUL
3102,PUNJAB NATIONAL BANK,RANIGANJ ,PUNB0368000
3103,Bank of Baroda, SULTANPUR,BARB0DOSTPU
3104,Punjab Bank of India,SULTANPUR ,PUNB0312600
3105,PUNJAB NATIONAL BANK,SULTANPUR,PUNB0312600
3106,PUNJAB NATIONAL BANK, SULTANPUR,PUNB0790000
3107,Bank of Baroda,AMBEDKAR NAGAR,BARB0BASKHA
3108,Bank of Baroda,SULTANPUR,BARB0KUREBH
3109,PUNJAB NATIONAL BANK,SULTANPUR ,PUNB0312600
3110,State Bank of India,AMETHI,SBIN0001158
3111,State Bank of India,MOHAN,SBIN0018454
3112,UNION BANK OF INDIA,LALAGANJ,UBIN0569356
3113,UNION BANK OF INDIA,ACHALGANJ,UBIN0919047
3114,State Bank of India,CHANDER NAGAR,SBIN0006056
3115,State Bank of India, UNNAO,SBIN0017746
3116,State Bank of India,BHAWANIGANJ,SBIN0008352
3117,Bank of Baroda,RANWAL,BARB0RANWAL
3118,State Bank of India,JAIL ROAD,SBIN0009019
3119,State Bank of India,TIKAMGARH,SBIN0000490
3120,HDFC Bank, LUCKNOW,HDFC0002623
3121,UCO BANK,PANKI ,UCBA0002575
3122,UNION BANK OF INDIA,GOVINDNAGAR,UBIN0564184
3123,PUNJAB NATIONAL BANK,UNNAO ,PUNB0208800
3124,PUNJAB NATIONAL BANK,DEORIA ,PUNB0187700
3125,PUNJAB NATIONAL BANK, LUCKNOW,PUNB0180610
3126,INDIAN BANK,JANKIPURAM,IDIB000L559
3127,PUNJAB NATIONAL BANK, KANPUR,PUNB0286300
3128,INDIAN BANK,SITAPUR,IDIB000M517
3129,Axis Bank,LUCKNOW,UTIB0000407
3130,ICICI bank,UNNAO,ICIC0000822
3131,State Bank of India,ADB SITAPUR,SBIN0005802
3132,INDIAN BANK, AKBARPUR,IDIB000I547
3133,UNION BANK OF INDIA, KANPUR,UBIN0534951
3134,Bank of Baroda,KANNAUJ,BARB0BLYKAN
3135,Bank of Baroda,GEGASON CROSSING,BARB0GEGASO
3136,ICICI BANK LIMITED,KANPUR ,ICIC0001046
3137,Bank of Baroda,LUCKNOW,BARB0EXTJAN
3138,State Bank of India, LUCKNOW,SBIN0005679
3139,ICICI,UNNAO,ICIC0000822
3140,UNION BANK OF INDIA,LUCKNOW,UBIN0553654
3141,State Bank of India,UNNAO,SBIN0000200
3142,State Bank of India,RAMSANEHI,SBIN0000239
3143,Bank of Baroda,HARCHANDPUR,BARB0HARCHA
3144,Bank Of India,KANNAUJ,BKID0007602
3145,State Bank of India,JAWAHAR BHAVAN,SBIN0006144
3146,State Bank of India,KIDWAI NAGAR,SBIN0001786
3147,Bank of Baroda,BACHHRAWAN,BARB0BACHHR
3148,Bank Of India,UNNAO,BKID0007300
3149,UNION BANK OF INDIA,KURNOOL ,UBIN0803201
3150,Bank of Baroda, RAE BARELI,BARB0DARRAE
3151,State Bank of India,RAILWAY STATION,SBIN0009022
3152,ICICI BANK LIMITED,LUCKNOW┬á,ICIC0006281
3153,State Bank of India,PATAN,SBIN0013049
3154,PUNJAB NATIONAL BANK, UNNAO ,PUNB0367900
3155,CENTRAL BANK OF INDIA,NAWABGANJ,CBIN0281460
3156,State Bank of India, KANPUR,SBIN0003809
3157,Canara Bank,LUCKNOW ,CNRB0018495
3158,PUNJAB NATIONAL BANK,UNNAO,PUNB0852900
3159,CENTRAL BANK OF INDIA, LUCKNOW,CBIN0283745
3160,ICICI bank,UNNAO,ICIC0000822
3161,CENTRAL BANK OF INDIA,MAHANAGAR,CBIN0282148
3162,State Bank of India,MOHANLALGANJ,SBIN0006060
3163,Bank of Baroda,BIGHAPUR,BARB0BIGHAP
3164,PUNJAB NATIONAL BANK, RAIBAREILY,PUNB0465500
3165,PUNJAB NATIONAL BANK, LUCKNOW,PUNB0987900
3166,Axis Bank,LUCKNOW,UTIB0000407
3167,HDFC Bank,LUCKNOW,HDFC0001136
3168,ICICI bank,UNNAO,ICIC0000822
3169,State Bank of India,UNNAO CITY,SBIN0010897
3170,PUNJAB NATIONAL BANK,UNNAO,PUNB0335500
3171,PUNJAB NATIONAL BANK,LUCKNOW,PUNB0691000
3172,PUNJAB NATIONAL BANK,LUCKNOW,PUNB0733600
3173,PUNJAB NATIONAL BANK,HARDOI ,PUNB0186300
3174,Bank of Baroda, LUCKNOW,BARB0SAROJI
3175,HDFC Bank,LUCKNOW ,HDFC0000594
3176,ICICI bank,VISHAL KHAND,ICIC0003876
3177,PUNJAB NATIONAL BANK, UNNAO,PUNB0643200
3178,State Bank of India,SHAHJAHANPUR,SBIN0003085
3179,Bank of Baroda, UNNAO,BARB0SHUNAO
3180,Axis Bank,SHASTRI NAGAR,UTIB0002197
3181,UNION BANK OF INDIA,UNNAO ,UBIN0551961
3182,Bank Of India,UNNAO,BKID0007305
3183,Bank Of India,NAWABGANJ,BKID0007309
3184,ICICI bank,UNNAO,ICIC0000822
3185,State Bank of India,SAIDPUR,SBIN0001096
3186,State Bank of India,MAIHAR,SBIN0000417
3187,State Bank of India, SORAON,SBIN0006603
3188,IDBI BANK,NOIDA ,IBKL0000200
3189,State Bank of India,CHRIST NAGAR,SBIN0011163
3190,Axis Bank,MARIPUR,UTIB0001444
3191,State Bank of India, VARANASI,SBIN0001868
3192,State Bank of India,CHUNAR,SBIN0001029
3193,PUNJAB NATIONAL BANK, SAIDULLAPUR,PUNB0279500
3194,UNION BANK OF INDIA,LANKA,UBIN0564931
3195,State Bank of India,SHIV MANDIR,SBIN0006428
3196,State Bank of India, VARANASI,SBIN0017277
3197,State Bank of India,I.M.S BHU,SBIN0010178
3198,State Bank of India,ALLAHABAD,SBIN0002584
3199,KOTAK MAHINDRA BANK LIMITED,VARANASI ,KKBK0005325
3200,Bank of Baroda,SONARPURA,BARB0SONARP
3201,CENTRAL BANK OF INDIA,KALEECHABAD,CBIN0284321
3202,UNION BANK OF INDIA,BIRAPATTI,UBIN0570443
3203,UNION BANK OF INDIA, VARANASI,UBIN0542440
3204,ALLAHABAD BANK,KVP UNIV,IDIB000K619
3205,State Bank of India,SHIVPUR,SBIN0002612
3206,Bank of Baroda,BAIRAWAN,BARB0BAIRWA
3207,INDIAN BANK,UP COLLEGE ,IDIB000U501
3208,State Bank of India,MISHRA BAZAR,SBIN0008977
3209,State Bank of India,JIYANPUR,SBIN0012995
3210,State Bank of India,PADRI,SBIN0011239
3211,PUNJAB NATIONAL BANK,VARANASI,PUNB0027220
3212,Canara Bank,VARANASI ,CNRB0019861
3213,ORIENTAL BANK OF COMMERCE,VARANASI,PUNB0522310
3214,State Bank of India, ALLAHABAD,SBIN0004249
3215,State Bank of India,MARIAHU,SBIN0000226
3216,State Bank of India,T.D COLLEGE,SBIN0010176
3217,Axis Bank, NOIDA,UTIB0001788
3218,State Bank of India,MAGARAHA,SBIN0012730
3219,State Bank of India,SHAKTI NAGAR,SBIN0005767
